범죄명,연도,검거기간,범죄종류,범죄자수
유사강간,2018,3개월이내,강력범죄,152
유사강간,2018,6개월이내,강력범죄,54
유사강간,2018,1년이내,강력범죄,57
유사강간,2018,1년초과,강력범죄,74
강제추행,2018,1일이내,강력범죄,5776
강제추행,2018,2일이내,강력범죄,147
강제추행,2018,3일이내,강력범죄,223
강제추행,2018,10일이내,강력범죄,1515
강제추행,2018,1개월이내,강력범죄,3554
강제추행,2018,3개월이내,강력범죄,2901
강제추행,2018,6개월이내,강력범죄,766
강제추행,2018,1년이내,강력범죄,573
강제추행,2018,1년초과,강력범죄,869
기타 강간·강제추행등,2018,1일이내,강력범죄,87
기타 강간·강제추행등,2018,2일이내,강력범죄,9
기타 강간·강제추행등,2018,3일이내,강력범죄,7
기타 강간·강제추행등,2018,10일이내,강력범죄,37
기타 강간·강제추행등,2018,1개월이내,강력범죄,51
기타 강간·강제추행등,2018,3개월이내,강력범죄,48
기타 강간·강제추행등,2018,6개월이내,강력범죄,17
기타 강간·강제추행등,2018,1년이내,강력범죄,11
기타 강간·강제추행등,2018,1년초과,강력범죄,89
방화,2018,1일이내,강력범죄,844
방화,2018,2일이내,강력범죄,33
방화,2018,3일이내,강력범죄,27
방화,2018,10일이내,강력범죄,99
방화,2018,1개월이내,강력범죄,148
방화,2018,3개월이내,강력범죄,160
방화,2018,6개월이내,강력범죄,69
방화,2018,1년이내,강력범죄,34
방화,2018,1년초과,강력범죄,150
절도범죄,2018,1일이내,절도범죄,19325
절도범죄,2018,2일이내,절도범죄,3068
절도범죄,2018,3일이내,절도범죄,2985
절도범죄,2018,10일이내,절도범죄,18922
절도범죄,2018,1개월이내,절도범죄,30312
절도범죄,2018,3개월이내,절도범죄,20579
절도범죄,2018,6개월이내,절도범죄,5823
절도범죄,2018,1년이내,절도범죄,2624
절도범죄,2018,1년초과,절도범죄,3031
절도범죄,2018,미상,절도범죄,0
상해,2018,1일이내,폭력범죄,12134
상해,2018,2일이내,폭력범죄,708
상해,2018,3일이내,폭력범죄,1150
상해,2018,10일이내,폭력범죄,7098
상해,2018,1개월이내,폭력범죄,9626
상해,2018,3개월이내,폭력범죄,5479
상해,2018,6개월이내,폭력범죄,1191
상해,2018,1년이내,폭력범죄,619
상해,2018,1년초과,폭력범죄,732
상해,2018,미상,폭력범죄,0
폭행,2018,1일이내,폭력범죄,67956
폭행,2018,2일이내,폭력범죄,3218
폭행,2018,3일이내,폭력범죄,5634
폭행,2018,10일이내,폭력범죄,26804
폭행,2018,1개월이내,폭력범죄,29042
폭행,2018,3개월이내,폭력범죄,14289
폭행,2018,6개월이내,폭력범죄,2596
폭행,2018,1년이내,폭력범죄,994
폭행,2018,1년초과,폭력범죄,851
폭행,2018,미상,폭력범죄,0
체포·감금,2018,1일이내,폭력범죄,478
체포·감금,2018,2일이내,폭력범죄,19
체포·감금,2018,3일이내,폭력범죄,22
체포·감금,2018,10일이내,폭력범죄,130
체포·감금,2018,1개월이내,폭력범죄,177
체포·감금,2018,3개월이내,폭력범죄,162
체포·감금,2018,6개월이내,폭력범죄,63
체포·감금,2018,1년이내,폭력범죄,35
체포·감금,2018,1년초과,폭력범죄,53
협박,2018,1일이내,폭력범죄,5761
협박,2018,2일이내,폭력범죄,269
협박,2018,3일이내,폭력범죄,392
협박,2018,10일이내,폭력범죄,2167
협박,2018,1개월이내,폭력범죄,3435
협박,2018,3개월이내,폭력범죄,2633
협박,2018,6개월이내,폭력범죄,724
협박,2018,1년이내,폭력범죄,402
협박,2018,1년초과,폭력범죄,372
약취·유인,2018,1일이내,폭력범죄,52
약취·유인,2018,2일이내,폭력범죄,6
약취·유인,2018,3일이내,폭력범죄,6
약취·유인,2018,10일이내,폭력범죄,19
약취·유인,2018,1개월이내,폭력범죄,38
약취·유인,2018,3개월이내,폭력범죄,20
약취·유인,2018,6개월이내,폭력범죄,7
약취·유인,2018,1년이내,폭력범죄,7
약취·유인,2018,1년초과,폭력범죄,12
폭력행위등,2018,1일이내,폭력범죄,2595
폭력행위등,2018,2일이내,폭력범죄,124
폭력행위등,2018,3일이내,폭력범죄,168
폭력행위등,2018,10일이내,폭력범죄,1176
폭력행위등,2018,1개월이내,폭력범죄,2048
폭력행위등,2018,3개월이내,폭력범죄,1640
폭력행위등,2018,6개월이내,폭력범죄,467
폭력행위등,2018,1년이내,폭력범죄,209
폭력행위등,2018,1년초과,폭력범죄,267
폭력행위등,2018,미상,폭력범죄,0
공갈,2018,1일이내,폭력범죄,196
공갈,2018,2일이내,폭력범죄,17
공갈,2018,3일이내,폭력범죄,13
공갈,2018,10일이내,폭력범죄,129
공갈,2018,1개월이내,폭력범죄,440
공갈,2018,3개월이내,폭력범죄,730
공갈,2018,6개월이내,폭력범죄,392
공갈,2018,1년이내,폭력범죄,270
공갈,2018,1년초과,폭력범죄,397
손괴,2018,1일이내,폭력범죄,11038
손괴,2018,2일이내,폭력범죄,456
손괴,2018,3일이내,폭력범죄,842
손괴,2018,10일이내,폭력범죄,5172
손괴,2018,1개월이내,폭력범죄,7561
손괴,2018,3개월이내,폭력범죄,5276
손괴,2018,6개월이내,폭력범죄,1277
손괴,2018,1년이내,폭력범죄,564
손괴,2018,1년초과,폭력범죄,540
손괴,2018,미상,폭력범죄,0
직무유기,2018,1일이내,지능범죄,0
직무유기,2018,2일이내,지능범죄,1
직무유기,2018,3일이내,지능범죄,0
직무유기,2018,10일이내,지능범죄,5
직무유기,2018,1개월이내,지능범죄,26
직무유기,2018,3개월이내,지능범죄,75
직무유기,2018,6개월이내,지능범죄,57
직무유기,2018,1년이내,지능범죄,61
직무유기,2018,1년초과,지능범죄,108
직권남용,2018,1일이내,지능범죄,3
직권남용,2018,2일이내,지능범죄,0
직권남용,2018,3일이내,지능범죄,0
직권남용,2018,10일이내,지능범죄,4
직권남용,2018,1개월이내,지능범죄,26
직권남용,2018,3개월이내,지능범죄,103
직권남용,2018,6개월이내,지능범죄,57
직권남용,2018,1년이내,지능범죄,54
직권남용,2018,1년초과,지능범죄,94
증수뢰,2018,1일이내,지능범죄,1
증수뢰,2018,2일이내,지능범죄,0
증수뢰,2018,3일이내,지능범죄,0
증수뢰,2018,10일이내,지능범죄,1
증수뢰,2018,1개월이내,지능범죄,9
증수뢰,2018,3개월이내,지능범죄,32
증수뢰,2018,6개월이내,지능범죄,45
증수뢰,2018,1년이내,지능범죄,49
증수뢰,2018,1년초과,지능범죄,191
통화,2018,1일이내,지능범죄,36
통화,2018,2일이내,지능범죄,3
통화,2018,3일이내,지능범죄,4
통화,2018,10일이내,지능범죄,19
통화,2018,1개월이내,지능범죄,22
통화,2018,3개월이내,지능범죄,31
통화,2018,6개월이내,지능범죄,15
통화,2018,1년이내,지능범죄,13
통화,2018,1년초과,지능범죄,10
문서·인장,2018,1일이내,지능범죄,481
문서·인장,2018,2일이내,지능범죄,39
문서·인장,2018,3일이내,지능범죄,40
문서·인장,2018,10일이내,지능범죄,386
문서·인장,2018,1개월이내,지능범죄,1414
문서·인장,2018,3개월이내,지능범죄,1536
문서·인장,2018,6개월이내,지능범죄,1069
문서·인장,2018,1년이내,지능범죄,1242
문서·인장,2018,1년초과,지능범죄,4587
유가증권인지,2018,1일이내,지능범죄,13
유가증권인지,2018,2일이내,지능범죄,2
유가증권인지,2018,3일이내,지능범죄,2
유가증권인지,2018,10일이내,지능범죄,3
유가증권인지,2018,1개월이내,지능범죄,5
유가증권인지,2018,3개월이내,지능범죄,18
유가증권인지,2018,6개월이내,지능범죄,36
유가증권인지,2018,1년이내,지능범죄,16
유가증권인지,2018,1년초과,지능범죄,58
사기,2018,1일이내,지능범죄,12127
사기,2018,2일이내,지능범죄,532
사기,2018,3일이내,지능범죄,645
사기,2018,10일이내,지능범죄,4822
사기,2018,1개월이내,지능범죄,27244
사기,2018,3개월이내,지능범죄,55120
사기,2018,6개월이내,지능범죄,28422
사기,2018,1년이내,지능범죄,22883
사기,2018,1년초과,지능범죄,50505
사기,2018,미상,지능범죄,0
횡령,2018,1일이내,지능범죄,1400
횡령,2018,2일이내,지능범죄,238
횡령,2018,3일이내,지능범죄,266
횡령,2018,10일이내,지능범죄,2176
횡령,2018,1개월이내,지능범죄,4773
횡령,2018,3개월이내,지능범죄,5108
횡령,2018,6개월이내,지능범죄,2779
횡령,2018,1년이내,지능범죄,2872
횡령,2018,1년초과,지능범죄,7495
횡령,2018,미상,지능범죄,0
배임,2018,1일이내,지능범죄,10
배임,2018,2일이내,지능범죄,4
배임,2018,3일이내,지능범죄,2
배임,2018,10일이내,지능범죄,19
배임,2018,1개월이내,지능범죄,137
배임,2018,3개월이내,지능범죄,543
배임,2018,6개월이내,지능범죄,567
배임,2018,1년이내,지능범죄,546
배임,2018,1년초과,지능범죄,2076
배임,2018,미상,지능범죄,0
성풍속범죄,2018,1일이내,풍속범죄,3798
성풍속범죄,2018,2일이내,풍속범죄,110
성풍속범죄,2018,3일이내,풍속범죄,137
성풍속범죄,2018,10일이내,풍속범죄,870
성풍속범죄,2018,1개월이내,풍속범죄,2148
성풍속범죄,2018,3개월이내,풍속범죄,2774
성풍속범죄,2018,6개월이내,풍속범죄,1139
성풍속범죄,2018,1년이내,풍속범죄,598
성풍속범죄,2018,1년초과,풍속범죄,931
도박범죄,2018,1일이내,풍속범죄,2100
도박범죄,2018,2일이내,풍속범죄,56
도박범죄,2018,3일이내,풍속범죄,78
도박범죄,2018,10일이내,풍속범죄,468
도박범죄,2018,1개월이내,풍속범죄,509
도박범죄,2018,3개월이내,풍속범죄,494
도박범죄,2018,6개월이내,풍속범죄,425
도박범죄,2018,1년이내,풍속범죄,610
도박범죄,2018,1년초과,풍속범죄,1145
특별경제범죄,2018,1일이내,특별경제범죄,14020
특별경제범죄,2018,2일이내,특별경제범죄,220
특별경제범죄,2018,3일이내,특별경제범죄,333
특별경제범죄,2018,10일이내,특별경제범죄,2107
특별경제범죄,2018,1개월이내,특별경제범죄,5980
특별경제범죄,2018,3개월이내,특별경제범죄,9048
특별경제범죄,2018,6개월이내,특별경제범죄,4582
특별경제범죄,2018,1년이내,특별경제범죄,3889
특별경제범죄,2018,1년초과,특별경제범죄,6043
특별경제범죄,2018,미상,특별경제범죄,0
마약범죄,2018,1일이내,마약범죄,1238
마약범죄,2018,2일이내,마약범죄,105
마약범죄,2018,3일이내,마약범죄,94
마약범죄,2018,10일이내,마약범죄,368
마약범죄,2018,1개월이내,마약범죄,728
마약범죄,2018,3개월이내,마약범죄,1426
마약범죄,2018,6개월이내,마약범죄,914
마약범죄,2018,1년이내,마약범죄,677
마약범죄,2018,1년초과,마약범죄,618
마약범죄,2018,미상,마약범죄,0
보건범죄,2018,1일이내,보건범죄,836
보건범죄,2018,2일이내,보건범죄,134
보건범죄,2018,3일이내,보건범죄,144
보건범죄,2018,10일이내,보건범죄,1469
보건범죄,2018,1개월이내,보건범죄,2939
보건범죄,2018,3개월이내,보건범죄,2571
보건범죄,2018,6개월이내,보건범죄,1016
보건범죄,2018,1년이내,보건범죄,574
보건범죄,2018,1년초과,보건범죄,1041
보건범죄,2018,미상,보건범죄,0
환경범죄,2018,1일이내,환경범죄,153
환경범죄,2018,2일이내,환경범죄,32
환경범죄,2018,3일이내,환경범죄,41
환경범죄,2018,10일이내,환경범죄,336
환경범죄,2018,1개월이내,환경범죄,1081
환경범죄,2018,3개월이내,환경범죄,1069
환경범죄,2018,6개월이내,환경범죄,566
환경범죄,2018,1년이내,환경범죄,460
환경범죄,2018,1년초과,환경범죄,924
교통범죄,2018,1일이내,교통범죄,243517
교통범죄,2018,2일이내,교통범죄,12616
교통범죄,2018,3일이내,교통범죄,14479
교통범죄,2018,10일이내,교통범죄,57710
교통범죄,2018,1개월이내,교통범죄,45890
교통범죄,2018,3개월이내,교통범죄,16997
교통범죄,2018,6개월이내,교통범죄,2877
교통범죄,2018,1년이내,교통범죄,1420
교통범죄,2018,1년초과,교통범죄,1771
교통범죄,2018,미상,교통범죄,0
노동범죄,2018,1일이내,노동범죄,57
노동범죄,2018,2일이내,노동범죄,4
노동범죄,2018,3일이내,노동범죄,5
노동범죄,2018,10일이내,노동범죄,57
노동범죄,2018,1개월이내,노동범죄,102
노동범죄,2018,3개월이내,노동범죄,180
노동범죄,2018,6개월이내,노동범죄,163
노동범죄,2018,1년이내,노동범죄,338
노동범죄,2018,1년초과,노동범죄,945
안보범죄,2018,1일이내,안보범죄,7
안보범죄,2018,2일이내,안보범죄,0
안보범죄,2018,3일이내,안보범죄,0
안보범죄,2018,10일이내,안보범죄,2
안보범죄,2018,1개월이내,안보범죄,3
안보범죄,2018,3개월이내,안보범죄,6
안보범죄,2018,6개월이내,안보범죄,6
안보범죄,2018,1년이내,안보범죄,5
안보범죄,2018,1년초과,안보범죄,21
선거범죄,2018,1일이내,선거범죄,93
선거범죄,2018,2일이내,선거범죄,12
선거범죄,2018,3일이내,선거범죄,12
선거범죄,2018,10일이내,선거범죄,52
선거범죄,2018,1개월이내,선거범죄,353
선거범죄,2018,3개월이내,선거범죄,696
선거범죄,2018,6개월이내,선거범죄,341
선거범죄,2018,1년이내,선거범죄,122
선거범죄,2018,1년초과,선거범죄,65
병역범죄,2018,1일이내,병역범죄,119
병역범죄,2018,2일이내,병역범죄,77
병역범죄,2018,3일이내,병역범죄,88
병역범죄,2018,10일이내,병역범죄,735
병역범죄,2018,1개월이내,병역범죄,2876
병역범죄,2018,3개월이내,병역범죄,5602
병역범죄,2018,6개월이내,병역범죄,1717
병역범죄,2018,1년이내,병역범죄,876
병역범죄,2018,1년초과,병역범죄,1047
병역범죄,2018,미상,병역범죄,0
기타범죄,2018,1일이내,기타범죄,37044
기타범죄,2018,2일이내,기타범죄,1788
기타범죄,2018,3일이내,기타범죄,2215
기타범죄,2018,10일이내,기타범죄,17184
기타범죄,2018,1개월이내,기타범죄,31874
기타범죄,2018,3개월이내,기타범죄,37918
기타범죄,2018,6개월이내,기타범죄,21090
기타범죄,2018,1년이내,기타범죄,18040
기타범죄,2018,1년초과,기타범죄,31750
기타범죄,2018,미상,기타범죄,0
살인기수,2019,1일이내,강력범죄,176
살인기수,2019,2일이내,강력범죄,18
살인기수,2019,3일이내,강력범죄,7
살인기수,2019,10일이내,강력범죄,23
살인기수,2019,1개월이내,강력범죄,18
살인기수,2019,3개월이내,강력범죄,23
살인기수,2019,6개월이내,강력범죄,13
살인기수,2019,1년이내,강력범죄,5
살인기수,2019,1년초과,강력범죄,16
살인미수등,2019,1일이내,강력범죄,360
살인미수등,2019,2일이내,강력범죄,6
살인미수등,2019,3일이내,강력범죄,4
살인미수등,2019,10일이내,강력범죄,20
살인미수등,2019,1개월이내,강력범죄,26
살인미수등,2019,3개월이내,강력범죄,24
살인미수등,2019,6개월이내,강력범죄,11
살인미수등,2019,1년이내,강력범죄,11
살인미수등,2019,1년초과,강력범죄,19
강도,2019,1일이내,강력범죄,360
강도,2019,2일이내,강력범죄,27
강도,2019,3일이내,강력범죄,33
강도,2019,10일이내,강력범죄,93
강도,2019,1개월이내,강력범죄,102
강도,2019,3개월이내,강력범죄,101
강도,2019,6개월이내,강력범죄,33
강도,2019,1년이내,강력범죄,17
강도,2019,1년초과,강력범죄,35
강도,2019,미상,강력범죄,0
강간·강제추행,2019,1일이내,강력범죄,0
강간·강제추행,2019,2일이내,강력범죄,0
강간·강제추행,2019,3일이내,강력범죄,0
강간·강제추행,2019,10일이내,강력범죄,0
강간·강제추행,2019,1개월이내,강력범죄,0
강간·강제추행,2019,3개월이내,강력범죄,0
강간·강제추행,2019,6개월이내,강력범죄,0
강간·강제추행,2019,1년이내,강력범죄,0
강간·강제추행,2019,1년초과,강력범죄,0
강간,2019,1일이내,강력범죄,950
강간,2019,2일이내,강력범죄,59
강간,2019,3일이내,강력범죄,73
강간,2019,10일이내,강력범죄,387
강간,2019,1개월이내,강력범죄,1162
강간,2019,3개월이내,강력범죄,1268
강간,2019,6개월이내,강력범죄,458
강간,2019,1년이내,강력범죄,297
강간,2019,1년초과,강력범죄,543
유사강간,2019,1일이내,강력범죄,145
유사강간,2019,2일이내,강력범죄,10
유사강간,2019,3일이내,강력범죄,6
유사강간,2019,10일이내,강력범죄,50
유사강간,2019,1개월이내,강력범죄,199
유사강간,2019,3개월이내,강력범죄,188
유사강간,2019,6개월이내,강력범죄,70
유사강간,2019,1년이내,강력범죄,40
유사강간,2019,1년초과,강력범죄,60
강제추행,2019,1일이내,강력범죄,5109
강제추행,2019,2일이내,강력범죄,137
강제추행,2019,3일이내,강력범죄,225
강제추행,2019,10일이내,강력범죄,1474
강제추행,2019,1개월이내,강력범죄,3965
강제추행,2019,3개월이내,강력범죄,3397
강제추행,2019,6개월이내,강력범죄,823
강제추행,2019,1년이내,강력범죄,516
강제추행,2019,1년초과,강력범죄,749
기타 강간·강제추행등,2019,1일이내,강력범죄,91
기타 강간·강제추행등,2019,2일이내,강력범죄,8
기타 강간·강제추행등,2019,3일이내,강력범죄,7
기타 강간·강제추행등,2019,10일이내,강력범죄,25
기타 강간·강제추행등,2019,1개월이내,강력범죄,57
기타 강간·강제추행등,2019,3개월이내,강력범죄,47
기타 강간·강제추행등,2019,6개월이내,강력범죄,21
기타 강간·강제추행등,2019,1년이내,강력범죄,7
기타 강간·강제추행등,2019,1년초과,강력범죄,63
방화,2019,1일이내,강력범죄,773
방화,2019,2일이내,강력범죄,23
방화,2019,3일이내,강력범죄,22
방화,2019,10일이내,강력범죄,94
방화,2019,1개월이내,강력범죄,142
방화,2019,3개월이내,강력범죄,115
방화,2019,6개월이내,강력범죄,43
방화,2019,1년이내,강력범죄,14
방화,2019,1년초과,강력범죄,14
절도범죄,2019,1일이내,절도범죄,18371
절도범죄,2019,2일이내,절도범죄,2896
절도범죄,2019,3일이내,절도범죄,3028
절도범죄,2019,10일이내,절도범죄,20441
절도범죄,2019,1개월이내,절도범죄,33217
절도범죄,2019,3개월이내,절도범죄,23762
절도범죄,2019,6개월이내,절도범죄,6341
절도범죄,2019,1년이내,절도범죄,3064
절도범죄,2019,1년초과,절도범죄,2553
절도범죄,2019,미상,절도범죄,0
상해,2019,1일이내,폭력범죄,10414
상해,2019,2일이내,폭력범죄,659
상해,2019,3일이내,폭력범죄,1128
상해,2019,10일이내,폭력범죄,6702
상해,2019,1개월이내,폭력범죄,9507
상해,2019,3개월이내,폭력범죄,5286
상해,2019,6개월이내,폭력범죄,1107
상해,2019,1년이내,폭력범죄,515
상해,2019,1년초과,폭력범죄,677
상해,2019,미상,폭력범죄,0
폭행,2019,1일이내,폭력범죄,57418
폭행,2019,2일이내,폭력범죄,3154
폭행,2019,3일이내,폭력범죄,5712
폭행,2019,10일이내,폭력범죄,29469
폭행,2019,1개월이내,폭력범죄,33176
폭행,2019,3개월이내,폭력범죄,15978
폭행,2019,6개월이내,폭력범죄,2554
폭행,2019,1년이내,폭력범죄,1063
폭행,2019,1년초과,폭력범죄,937
폭행,2019,미상,폭력범죄,0
체포·감금,2019,1일이내,폭력범죄,436
체포·감금,2019,2일이내,폭력범죄,33
체포·감금,2019,3일이내,폭력범죄,25
체포·감금,2019,10일이내,폭력범죄,147
체포·감금,2019,1개월이내,폭력범죄,220
체포·감금,2019,3개월이내,폭력범죄,180
체포·감금,2019,6개월이내,폭력범죄,49
체포·감금,2019,1년이내,폭력범죄,44
체포·감금,2019,1년초과,폭력범죄,58
협박,2019,1일이내,폭력범죄,6750
협박,2019,2일이내,폭력범죄,285
협박,2019,3일이내,폭력범죄,523
협박,2019,10일이내,폭력범죄,2866
협박,2019,1개월이내,폭력범죄,4488
협박,2019,3개월이내,폭력범죄,3202
협박,2019,6개월이내,폭력범죄,861
협박,2019,1년이내,폭력범죄,431
협박,2019,1년초과,폭력범죄,401
약취·유인,2019,1일이내,폭력범죄,50
약취·유인,2019,2일이내,폭력범죄,7
약취·유인,2019,3일이내,폭력범죄,3
약취·유인,2019,10일이내,폭력범죄,26
약취·유인,2019,1개월이내,폭력범죄,55
약취·유인,2019,3개월이내,폭력범죄,51
약취·유인,2019,6개월이내,폭력범죄,15
약취·유인,2019,1년이내,폭력범죄,5
약취·유인,2019,1년초과,폭력범죄,12
폭력행위등,2019,1일이내,폭력범죄,2043
폭력행위등,2019,2일이내,폭력범죄,98
폭력행위등,2019,3일이내,폭력범죄,157
폭력행위등,2019,10일이내,폭력범죄,1084
폭력행위등,2019,1개월이내,폭력범죄,1956
폭력행위등,2019,3개월이내,폭력범죄,1668
폭력행위등,2019,6개월이내,폭력범죄,453
폭력행위등,2019,1년이내,폭력범죄,234
폭력행위등,2019,1년초과,폭력범죄,252
폭력행위등,2019,미상,폭력범죄,0
공갈,2019,1일이내,폭력범죄,186
공갈,2019,2일이내,폭력범죄,27
공갈,2019,3일이내,폭력범죄,29
공갈,2019,10일이내,폭력범죄,160
공갈,2019,1개월이내,폭력범죄,463
공갈,2019,3개월이내,폭력범죄,888
공갈,2019,6개월이내,폭력범죄,602
공갈,2019,1년이내,폭력범죄,326
공갈,2019,1년초과,폭력범죄,350
손괴,2019,1일이내,폭력범죄,10371
손괴,2019,2일이내,폭력범죄,566
손괴,2019,3일이내,폭력범죄,852
손괴,2019,10일이내,폭력범죄,5771
손괴,2019,1개월이내,폭력범죄,8894
손괴,2019,3개월이내,폭력범죄,6189
손괴,2019,6개월이내,폭력범죄,1441
손괴,2019,1년이내,폭력범죄,575
손괴,2019,1년초과,폭력범죄,563
손괴,2019,미상,폭력범죄,0
직무유기,2019,1일이내,지능범죄,2
직무유기,2019,2일이내,지능범죄,0
직무유기,2019,3일이내,지능범죄,0
직무유기,2019,10일이내,지능범죄,2
직무유기,2019,1개월이내,지능범죄,29
직무유기,2019,3개월이내,지능범죄,86
직무유기,2019,6개월이내,지능범죄,65
직무유기,2019,1년이내,지능범죄,42
직무유기,2019,1년초과,지능범죄,101
직권남용,2019,1일이내,지능범죄,2
직권남용,2019,2일이내,지능범죄,0
직권남용,2019,3일이내,지능범죄,0
직권남용,2019,10일이내,지능범죄,2
직권남용,2019,1개월이내,지능범죄,27
직권남용,2019,3개월이내,지능범죄,128
직권남용,2019,6개월이내,지능범죄,82
직권남용,2019,1년이내,지능범죄,62
직권남용,2019,1년초과,지능범죄,96
증수뢰,2019,1일이내,지능범죄,2
증수뢰,2019,2일이내,지능범죄,0
증수뢰,2019,3일이내,지능범죄,0
증수뢰,2019,10일이내,지능범죄,3
증수뢰,2019,1개월이내,지능범죄,8
증수뢰,2019,3개월이내,지능범죄,30
증수뢰,2019,6개월이내,지능범죄,26
증수뢰,2019,1년이내,지능범죄,30
증수뢰,2019,1년초과,지능범죄,141
통화,2019,1일이내,지능범죄,19
통화,2019,2일이내,지능범죄,7
통화,2019,3일이내,지능범죄,4
통화,2019,10일이내,지능범죄,17
통화,2019,1개월이내,지능범죄,23
통화,2019,3개월이내,지능범죄,23
통화,2019,6개월이내,지능범죄,6
통화,2019,1년이내,지능범죄,4
통화,2019,1년초과,지능범죄,4
문서·인장,2019,1일이내,지능범죄,432
문서·인장,2019,2일이내,지능범죄,45
문서·인장,2019,3일이내,지능범죄,55
문서·인장,2019,10일이내,지능범죄,473
문서·인장,2019,1개월이내,지능범죄,1095
문서·인장,2019,3개월이내,지능범죄,1654
